City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
284,Namatanai,PG,2020-08-28 14:15:26,-3.67,152.43,77.65,82,100,5.23
285,Mahibadhoo,MV,2020-08-28 14:15:53,3.78,72.97,84.11,70,27,8.03
286,Bondo,CD,2020-08-28 14:15:54,3.81,23.69,83.03,67,95,2.42
287,Brezovo,BG,2020-08-28 14:15:54,42.35,25.08,95.0,19,20,4.7
288,Juneau,US,2020-08-28 14:14:25,58.3,-134.42,51.01,93,90,4.68
289,Vanavara,RU,2020-08-28 14:15:54,60.34,102.28,56.1,81,100,2.42
290,Yulara,AU,2020-08-28 14:12:25,-25.24,130.99,68.0,19,0,10.29
291,Gilgit,PK,2020-08-28 14:15:54,35.92,74.31,71.33,40,69,4.74
292,Longyan,CN,2020-08-28 14:15:54,25.11,117.02,74.3,79,25,0.65
293,Adrar,MR,2020-08-28 14:15:55,20.5,-10.07,106.83,14,0,10.87
294,Cidreira,BR,2020-08-28 14:14:23,-30.18,-50.21,65.79,82,70,3.47
295,Ostrovnoy,RU,2020-08-28 14:15:55,68.05,39.51,52.16,62,99,6.08
296,Velingara,SN,2020-08-28 14:15:55,13.15,-14.12,88.47,64,77,5.75
297,Ewo,CG,2020-08-28 14:15:55,-0.87,14.82,82.4,64,93,6.55
298,Buinsk,RU,2020-08-28 14:15:56,54.95,48.28,82.4,42,75,13.42
299,Sibolga,ID,2020-08-28 14:15:56,1.74,98.78,78.44,80,100,1.45
300,Palana,RU,2020-08-28 14:15:56,59.12,159.97,41.77,81,0,3.96
301,Haapiti,PF,2020-08-28 14:15:56,-17.57,-149.87,71.6,83,20,2.24
302,Touros,BR,2020-08-28 14:15:56,-5.2,-35.46,82.4,65,75,12.75
303,Farafangana,MG,2020-08-28 14:11:26,-22.82,47.83,73.24,78,0,12.77
304,Severo-Kurilsk,RU,2020-08-28 14:15:57,50.68,156.12,48.9,86,100,7.99
305,Tayoltita,MX,2020-08-28 14:15:57,24.08,-105.93,73.29,77,100,2.51
306,Dabhol,IN,2020-08-28 14:15:57,17.6,73.17,77.38,90,100,6.38
307,Deputatskiy,RU,2020-08-28 14:15:57,69.3,139.9,34.27,90,79,2.68
308,Longyearbyen,SJ,2020-08-28 14:15:57,78.22,15.64,35.6,88,75,10.29
309,Cap Malheureux,MU,2020-08-28 14:15:58,-19.98,57.61,73.0,71,0,5.99
310,Notodden,NO,2020-08-28 14:15:58,59.56,9.26,62.6,67,75,4.7
311,Yafran,LY,2020-08-28 14:15:58,32.06,12.53,92.1,20,0,5.59
312,Cochrane,CA,2020-08-28 14:15:58,51.18,-114.47,51.01,93,1,4.7
313,Biltine,TD,2020-08-28 14:15:58,14.53,20.92,91.24,40,38,5.91
314,Coquimbo,CL,2020-08-28 14:15:58,-29.95,-71.34,48.2,81,1,4.7
315,Kovilj,RS,2020-08-28 14:15:59,45.23,20.02,91.99,30,98,9.17
316,Carlsbad,US,2020-08-28 14:11:23,33.16,-117.35,69.8,94,90,5.84
317,Pevek,RU,2020-08-28 14:15:59,69.7,170.31,39.25,87,21,1.36
318,Nampula,MZ,2020-08-28 14:15:59,-15.12,39.27,89.29,23,34,7.65
319,Inyonga,TZ,2020-08-28 14:11:32,-6.72,32.07,90.01,22,44,8.08
320,Glendora,US,2020-08-28 14:15:59,34.14,-117.87,66.99,72,0,0.54
321,Nishihara,JP,2020-08-28 14:15:59,26.18,127.76,82.4,88,75,5.82
322,Kavaratti,IN,2020-08-28 14:16:00,10.57,72.64,82.71,77,71,11.95
323,Dumas,US,2020-08-28 14:16:00,35.87,-101.97,79.0,33,1,12.75
324,Guerrero Negro,MX,2020-08-28 14:16:00,27.98,-114.06,75.72,75,33,4.07
325,Samarai,PG,2020-08-28 14:13:38,-10.62,150.67,78.51,85,96,17.47
326,Roald,NO,2020-08-28 14:16:00,62.58,6.13,60.8,63,20,14.99
327,Svetlyy,RU,2020-08-28 14:16:00,54.67,20.13,69.01,42,40,6.71
328,Tromso,NO,2020-08-28 14:16:00,69.65,18.96,50.0,71,40,9.17
329,Saldanha,ZA,2020-08-28 14:16:01,-33.01,17.94,60.8,63,89,9.17
330,Puerto Penasco,MX,2020-08-28 14:16:01,31.32,-113.53,88.0,83,69,8.99
331,Mount Isa,AU,2020-08-28 14:16:01,-20.73,139.5,71.6,19,0,9.17
332,Ushtobe,KZ,2020-08-28 14:16:01,45.25,77.98,71.96,30,2,7.36
333,Paka,MY,2020-08-28 14:16:01,4.64,103.44,82.4,88,80,6.8
334,Ballina,AU,2020-08-28 14:16:02,-28.87,153.57,62.6,63,90,9.17
335,Coari,BR,2020-08-28 14:16:02,-4.08,-63.14,90.99,53,13,2.1
336,Ahipara,NZ,2020-08-28 14:16:02,-35.17,173.17,52.09,86,6,8.5
337,Namibe,AO,2020-08-28 14:16:02,-15.2,12.15,69.8,68,75,11.41
338,Foca,TR,2020-08-28 14:16:02,38.67,26.76,95.0,43,0,12.75
339,Naze,JP,2020-08-28 14:14:32,28.37,129.48,80.6,100,75,5.82
340,Nova Olimpia,BR,2020-08-28 14:16:03,-14.8,-57.29,99.01,21,12,5.91
341,Mitsamiouli,KM,2020-08-28 14:16:03,-11.38,43.28,76.26,77,100,2.33
342,Sao Miguel Do Araguaia,BR,2020-08-28 14:16:03,-13.28,-50.16,94.68,13,7,11.41
343,Poum,NC,2020-08-28 14:16:04,-20.23,164.02,70.57,83,77,14.09
344,Chieri,IT,2020-08-28 14:16:04,45.01,7.82,75.2,83,75,11.41
345,Kolosovka,RU,2020-08-28 14:16:04,56.47,73.61,63.72,82,92,4.97
346,Parchim,DE,2020-08-28 14:16:04,53.43,11.85,70.0,74,98,5.99
347,Barra Do Bugres,BR,2020-08-28 14:16:04,-15.07,-57.18,98.33,19,8,6.76
348,Codrington,AU,2020-08-28 14:12:13,-38.27,141.97,43.93,95,5,7.27
349,Margate,GB,2020-08-28 14:16:05,51.38,1.39,64.99,72,51,8.86
350,Tvrdosin,SK,2020-08-28 14:16:05,49.34,19.56,81.0,46,20,11.41
351,Vangaindrano,MG,2020-08-28 14:16:05,-23.35,47.6,73.49,75,0,9.93
352,Burns Lake,CA,2020-08-28 14:16:06,54.23,-125.75,46.0,83,100,2.3
353,Lebu,CL,2020-08-28 14:16:06,-37.62,-73.65,48.38,92,100,18.43
354,Coracao De Jesus,BR,2020-08-28 14:16:06,-16.69,-44.37,81.12,31,8,9.66
355,La Rioja,ES,2020-08-28 14:16:06,42.25,-2.5,69.8,60,75,4.7
356,Goma,CD,2020-08-28 14:16:06,-1.68,29.22,77.58,42,64,4.0
357,Stepnyak,KZ,2020-08-28 14:16:06,52.83,70.78,66.07,60,0,1.45
358,Lata,PT,2020-08-28 14:16:06,40.16,-8.33,75.0,70,0,8.01
359,Kudahuvadhoo,MV,2020-08-28 14:16:06,2.67,72.89,83.25,71,95,7.85
360,Pestovo,RU,2020-08-28 14:16:07,58.59,35.8,57.7,93,98,6.64
361,Asfi,MA,2020-08-28 14:16:07,32.3,-9.24,77.29,64,0,21.94
362,Meadow Lake,US,2020-08-28 14:16:07,34.8,-106.54,73.0,43,40,6.93
363,Vao,NC,2020-08-28 14:16:07,-22.67,167.48,67.68,91,100,15.55
364,Port Lincoln,AU,2020-08-28 14:16:07,-34.73,135.87,56.73,70,0,11.88
365,Alness,GB,2020-08-28 14:16:08,57.7,-4.26,57.2,62,75,12.75
366,Sao Joao Da Barra,BR,2020-08-28 14:15:04,-21.64,-41.05,77.0,69,40,9.17
367,San Andres,CO,2020-08-28 14:15:15,12.58,-81.7,82.4,83,40,9.17
368,Biak,ID,2020-08-28 14:16:08,-0.91,122.88,76.87,81,35,7.36
369,Puerto Ayacucho,VE,2020-08-28 14:16:08,5.66,-67.62,82.4,83,40,1.28
370,Port Hueneme,US,2020-08-28 14:16:09,34.15,-119.2,62.6,100,90,3.36
371,Sitka,US,2020-08-28 14:11:41,57.05,-135.33,57.2,71,90,12.75
372,Bathsheba,BB,2020-08-28 14:16:09,13.22,-59.52,82.4,83,75,11.41
373,Ferme-Neuve,CA,2020-08-28 14:16:09,46.7,-75.45,59.54,58,28,4.97
374,Hyeres,FR,2020-08-28 14:15:07,43.12,6.12,89.01,69,75,8.05
375,Ravar,IR,2020-08-28 14:16:10,31.27,56.81,87.42,11,0,11.88
376,Sungairaya,ID,2020-08-28 14:16:10,0.7,108.9,80.29,83,98,4.85
377,Svetlogorsk,BY,2020-08-28 14:16:10,52.63,29.73,66.65,67,6,10.87
378,Wattegama,LK,2020-08-28 14:16:10,6.8,81.48,86.0,66,90,11.41
379,Ondjiva,AO,2020-08-28 14:16:10,-17.07,15.73,86.0,28,40,5.82
380,Oxapampa,PE,2020-08-28 14:16:11,-10.58,-75.4,71.31,50,4,3.06
381,Piranshahr,IR,2020-08-28 14:16:11,36.7,45.14,84.25,19,68,6.55
382,Rio Claro,BR,2020-08-28 14:16:11,-22.41,-47.56,82.0,44,0,12.75
383,Usinsk,RU,2020-08-28 14:16:11,65.99,57.53,55.29,63,39,13.51
384,Oswego,US,2020-08-28 14:16:12,43.45,-76.15,64.4,82,90,3.36
385,Fontanka,UA,2020-08-28 14:16:12,46.56,30.86,78.8,44,10,15.66
386,Topolobampo,MX,2020-08-28 14:16:12,25.6,-109.05,86.0,66,90,13.87
387,Ayan,RU,2020-08-28 14:16:12,56.45,138.17,54.43,62,0,13.0
388,Marystown,CA,2020-08-28 14:16:12,47.17,-55.15,64.99,100,76,8.99
389,Oyama,JP,2020-08-28 14:16:13,36.3,139.8,89.01,88,20,6.93
390,Killybegs,IE,2020-08-28 14:16:13,54.63,-8.45,57.2,76,40,16.11
391,Lompoc,US,2020-08-28 14:13:38,34.64,-120.46,55.4,93,90,3.36
392,Flinders,AU,2020-08-28 14:16:13,-34.58,150.86,51.01,74,0,1.01
393,Tessalit,ML,2020-08-28 14:16:13,20.2,1.01,99.68,23,58,13.82
394,Omboue,GA,2020-08-28 14:16:14,-1.57,9.26,77.74,77,100,11.86
395,Geraldton,AU,2020-08-28 14:16:14,-28.77,114.6,60.8,87,40,5.82
396,Chapais,CA,2020-08-28 14:16:03,49.78,-74.85,50.0,71,75,11.41
397,Ngunguru,NZ,2020-08-28 14:16:14,-35.62,174.5,45.0,3,30,9.62
398,Coahuayana,MX,2020-08-28 14:16:14,18.73,-103.68,68.0,82,90,3.38
399,Ketchikan,US,2020-08-28 14:16:14,55.34,-131.65,53.6,100,90,12.75
400,Sennoy,RU,2020-08-28 14:16:14,52.15,46.96,77.76,46,100,6.76
401,Vardo,NO,2020-08-28 14:16:15,70.37,31.11,51.8,53,40,23.04
402,Felipe Carrillo Puerto,MX,2020-08-28 14:16:15,19.58,-88.05,84.72,76,100,7.87
403,San Carlos De Bariloche,AR,2020-08-28 14:16:15,-41.15,-71.31,35.6,80,75,4.7
404,Aklavik,CA,2020-08-28 14:16:15,68.22,-135.01,41.0,93,20,3.36
405,Mugumu,TZ,2020-08-28 14:16:15,-1.85,34.7,81.64,30,97,3.53
406,Kenai,US,2020-08-28 14:16:15,60.55,-151.26,35.6,93,1,6.17
407,Dukat,RU,2020-08-28 14:16:15,62.55,155.55,32.94,95,28,5.48
408,Calama,CL,2020-08-28 14:12:03,-22.47,-68.93,53.6,27,0,18.34
409,Asau,RO,2020-08-28 14:11:20,46.43,26.4,84.2,35,51,10.29
410,Ashcroft,CA,2020-08-28 14:16:16,50.72,-121.29,60.8,66,20,6.93
411,Pilar,BR,2020-08-28 14:16:16,-9.6,-35.96,78.8,74,75,8.05
412,Sur,OM,2020-08-28 14:16:16,22.57,59.53,85.8,64,96,17.2
413,Wangqing,CN,2020-08-28 14:16:16,43.32,129.76,72.32,92,59,2.64
414,Sisimiut,GL,2020-08-28 14:16:17,66.94,-53.67,52.61,49,100,7.87
415,Erdenet,MN,2020-08-28 14:16:17,49.03,104.08,50.16,91,100,2.3
416,Awjilah,LY,2020-08-28 14:11:23,29.11,21.29,96.89,22,0,8.3
417,Sorrento,IT,2020-08-28 14:16:17,40.63,14.37,84.2,66,20,11.41
418,Broken Hill,AU,2020-08-28 14:16:17,-31.95,141.43,50.0,44,0,8.05
419,Gerash,IR,2020-08-28 14:16:17,27.67,54.14,100.4,29,40,11.01
420,Port-Cartier,CA,2020-08-28 14:16:17,50.03,-66.87,57.0,58,75,12.75
421,Wanning,CN,2020-08-28 14:16:18,18.8,110.4,81.9,83,44,1.9
422,Richards Bay,ZA,2020-08-28 14:13:21,-28.78,32.04,70.45,68,28,9.6
423,Lakhdenpokhya,RU,2020-08-28 14:16:18,61.52,30.2,57.0,53,93,4.99
424,Esso,RU,2020-08-28 14:16:18,55.93,158.7,39.97,79,100,2.53
425,Moses Lake,US,2020-08-28 14:16:18,47.13,-119.28,51.8,62,1,2.19
426,Alcantara,BR,2020-08-28 14:16:18,-2.41,-44.41,84.2,70,75,16.11
427,Snasa,NO,2020-08-28 14:16:19,64.25,12.38,60.03,46,62,2.75
428,Mayor Pablo Lagerenza,PY,2020-08-28 14:16:19,-19.93,-60.77,91.04,30,0,6.15
429,Faya,SA,2020-08-28 14:16:19,18.39,42.45,84.2,54,40,13.87
430,Ponta Delgada,PT,2020-08-28 14:11:41,37.73,-25.67,78.8,83,20,14.99
431,Ambulu,ID,2020-08-28 14:16:19,-8.35,113.61,75.43,88,29,6.55
432,Igarka,RU,2020-08-28 14:16:19,67.47,86.58,56.52,76,5,6.08
433,Rawson,AR,2020-08-28 14:16:05,-43.3,-65.1,49.55,44,97,22.91
434,Salalah,OM,2020-08-28 14:16:20,17.02,54.09,77.0,94,90,5.82
435,Channel-Port Aux Basques,CA,2020-08-28 14:16:20,47.57,-59.14,59.76,70,6,25.59
436,Boueni,YT,2020-08-28 14:16:20,-12.9,45.08,78.8,69,95,5.82
437,Tarsus,TR,2020-08-28 14:16:20,36.92,34.88,96.8,59,0,13.87
438,Konispol,AL,2020-08-28 14:16:20,39.66,20.18,91.4,66,20,5.99
439,Groningen,NL,2020-08-28 14:13:58,53.25,6.75,69.8,64,40,11.41
440,Martapura,ID,2020-08-28 14:16:21,-3.42,114.85,77.0,94,0,2.24
441,Necochea,AR,2020-08-28 14:16:21,-38.55,-58.74,62.01,60,0,11.01
442,Kismayo,SO,2020-08-28 14:16:21,-0.36,42.55,79.38,73,13,18.34
443,Port-Gentil,GA,2020-08-28 14:16:21,-0.72,8.78,80.6,78,90,15.88
444,Chamonix-Mont-Blanc,FR,2020-08-28 14:16:21,45.92,6.87,73.4,56,100,14.99
445,Vestmanna,FO,2020-08-28 14:16:21,62.16,-7.17,50.0,71,75,11.41
446,Tabas,IR,2020-08-28 14:16:22,33.6,56.92,95.0,10,0,9.17
447,Vila Franca Do Campo,PT,2020-08-28 14:11:47,37.72,-25.43,78.8,83,20,14.99
448,Pacific Grove,US,2020-08-28 14:12:00,36.62,-121.92,55.0,97,6,0.43
449,Dallas,US,2020-08-28 14:12:00,32.77,-96.78,84.0,74,40,12.75
450,Pinehurst,US,2020-08-28 14:16:22,35.2,-79.47,84.99,74,1,9.17
451,Manga,BF,2020-08-28 14:16:22,11.66,-1.07,84.09,70,53,9.4
452,Srednekolymsk,RU,2020-08-28 14:16:22,67.45,153.68,41.67,93,100,4.68
453,Ambanja,MG,2020-08-28 14:16:23,-13.68,48.45,79.92,63,75,6.51
454,Antibes,FR,2020-08-28 14:16:23,43.56,7.13,80.6,74,20,8.05
455,Dingzhou,CN,2020-08-28 14:16:23,38.51,115.0,77.0,88,0,2.24
456,Spencer,US,2020-08-28 14:16:23,43.14,-95.14,75.2,83,20,11.41
457,Iwakuni,JP,2020-08-28 14:16:23,34.15,132.18,84.2,70,75,1.9
458,Dharchula,IN,2020-08-28 14:16:23,29.85,80.53,70.66,76,100,0.63
459,Benguela,AO,2020-08-28 14:16:24,-12.58,13.41,73.4,73,75,6.93
460,Vysotskoye,RU,2020-08-28 14:16:24,45.02,42.91,80.6,32,40,11.18
461,Okha,RU,2020-08-28 14:16:24,53.57,142.95,51.08,90,100,4.99
462,Querecotillo,PE,2020-08-28 14:16:24,-4.84,-80.65,68.45,63,0,2.57
463,Rio Gallegos,AR,2020-08-28 14:16:24,-51.62,-69.22,32.0,80,75,34.45
464,Ilo,PE,2020-08-28 14:16:25,-17.64,-71.34,63.48,73,80,8.5
465,Inuvik,CA,2020-08-28 14:15:07,68.35,-133.72,35.6,77,20,6.93
466,Hays,US,2020-08-28 14:16:25,30.05,-98.03,84.99,78,0,3.0
467,Singapore,SG,2020-08-28 14:15:17,1.29,103.85,84.2,74,75,8.05
468,Saint Anthony,US,2020-08-28 14:16:25,45.02,-93.22,69.8,93,1,9.17
469,Limoeiro Do Ajuru,BR,2020-08-28 14:16:25,-1.9,-49.38,84.72,73,4,5.64
470,Mangrol,IN,2020-08-28 14:16:25,21.12,70.12,81.54,87,100,16.2
471,Wuwei,CN,2020-08-28 14:16:26,37.93,102.64,74.62,31,100,5.95
472,Campo Maior,BR,2020-08-28 14:16:26,-4.83,-42.17,93.96,28,57,7.94
473,Vestmannaeyjar,IS,2020-08-28 14:16:26,63.44,-20.27,51.8,81,75,14.99
474,Port Hardy,CA,2020-08-28 14:16:26,50.7,-127.42,55.4,93,75,2.24
475,Shenjiamen,CN,2020-08-28 14:16:26,29.96,122.3,79.18,87,99,4.25
476,Kisangani,CD,2020-08-28 14:16:26,0.52,25.2,82.8,74,57,3.31
477,Miracema Do Tocantins,BR,2020-08-28 14:16:26,-9.56,-48.4,96.13,18,87,9.4
478,Parakai,NZ,2020-08-28 14:16:27,-36.65,174.43,46.0,93,98,5.93
479,Monrovia,LR,2020-08-28 14:16:27,6.3,-10.8,80.6,83,75,11.41
480,San Jeronimo,PE,2020-08-28 14:16:27,-11.95,-75.28,54.7,42,0,1.77
481,Karaton,ID,2020-08-28 14:16:27,-6.34,106.1,87.01,69,20,8.05
482,Windhoek,NA,2020-08-28 14:16:27,-22.56,17.08,77.0,6,0,13.87
483,Saint-Philippe,RE,2020-08-28 14:16:27,-21.36,55.77,73.4,73,75,2.24
484,Nueva Gorgona,PA,2020-08-28 14:16:28,8.55,-79.87,78.01,94,40,3.36
485,Otane,NZ,2020-08-28 14:11:54,-39.88,176.63,37.56,89,0,3.18
486,Skibbereen,IE,2020-08-28 14:16:28,51.55,-9.27,59.0,67,75,20.8
487,Kota Belud,MY,2020-08-28 14:16:28,6.35,116.43,78.8,88,20,5.82
488,Huittinen,FI,2020-08-28 14:16:28,61.18,22.7,64.99,45,3,4.7
489,Hailar,CN,2020-08-28 14:16:28,49.2,119.7,53.11,81,100,4.81
490,Venado,MX,2020-08-28 14:16:29,22.93,-101.08,65.34,82,56,0.87
491,Tecoanapa,MX,2020-08-28 14:16:29,16.52,-98.75,77.72,82,40,3.13
492,Pavlovsk,RU,2020-08-28 14:16:29,50.46,40.11,75.09,48,100,13.94
493,Khao Yoi,TH,2020-08-28 14:16:29,13.24,99.82,78.01,74,100,1.16
494,Sechura,PE,2020-08-28 14:16:30,-5.56,-80.82,65.23,75,38,8.28
495,Gimli,CA,2020-08-28 14:16:30,50.63,-96.99,63.0,99,91,5.99
496,Aksarka,RU,2020-08-28 14:16:30,66.56,67.8,60.89,79,100,5.86
497,Corrales,US,2020-08-28 14:16:30,35.24,-106.61,75.0,74,48,3.83
498,Nakusp,CA,2020-08-28 14:16:30,50.25,-117.8,44.01,96,0,1.01
499,Kodino,RU,2020-08-28 14:16:31,63.72,39.64,59.86,58,42,6.53
500,Ormara,PK,2020-08-28 14:16:31,25.21,64.64,82.53,86,17,14.07
501,Olavarria,AR,2020-08-28 14:16:31,-36.89,-60.32,59.0,54,38,3.0
502,Gamba,GA,2020-08-28 14:16:31,-2.65,10.0,75.11,86,100,9.6
503,Pak Phanang,TH,2020-08-28 14:16:31,8.35,100.2,78.8,94,75,2.24
504,Muisne,EC,2020-08-28 14:16:31,0.6,-80.03,74.41,85,97,11.88
505,Padang,ID,2020-08-28 14:16:31,-0.95,100.35,79.47,76,96,1.39
506,Abancay,PE,2020-08-28 14:16:32,-13.63,-72.88,46.4,45,9,0.96
507,Provideniya,RU,2020-08-28 14:12:05,64.38,-173.3,48.61,80,55,2.33
508,Shaunavon,CA,2020-08-28 14:16:32,49.65,-108.42,54.97,60,0,5.53
509,Hvide Sande,DK,2020-08-28 14:16:32,56.0,8.13,59.0,100,75,8.05
510,Emerald,AU,2020-08-28 14:16:32,-23.53,148.17,59.0,53,0,8.05
511,Smolenka,RU,2020-08-28 14:16:32,52.14,113.5,57.2,76,100,4.47
512,Vyazemskiy,RU,2020-08-28 14:16:33,47.54,134.75,59.97,96,100,9.93
513,Vyborg,RU,2020-08-28 14:16:33,60.71,28.75,62.6,48,100,8.05
514,Tevaitoa,PF,2020-08-28 14:16:33,-16.78,-151.5,76.62,80,56,20.85
515,Atexcatzingo,MX,2020-08-28 14:16:33,19.47,-98.13,57.06,82,0,0.72
516,Toamasina,MG,2020-08-28 14:16:33,-18.17,49.38,75.2,78,75,4.7
517,Cilegon,ID,2020-08-28 14:16:33,-6.02,106.05,80.6,69,20,8.05
518,Kungurtug,RU,2020-08-28 14:16:34,50.6,97.52,51.62,83,100,1.9
519,Mapiripan,CO,2020-08-28 14:16:34,2.89,-72.13,82.4,71,1,1.66
520,Isangel,VU,2020-08-28 14:13:04,-19.55,169.27,74.17,84,20,14.38
521,Viedma,AR,2020-08-28 14:16:34,-40.81,-63.0,57.99,45,0,7.0
522,Bachaquero,VE,2020-08-28 14:16:34,9.97,-71.15,85.41,66,2,2.24
523,Atar,MR,2020-08-28 14:16:34,20.52,-13.05,106.84,19,0,11.74
524,Ca Mau,VN,2020-08-28 14:11:37,9.18,105.15,80.82,81,100,5.5
525,Pemba,MZ,2020-08-28 14:16:34,-12.97,40.52,80.6,65,20,10.29
526,Juegang,CN,2020-08-28 14:16:35,32.32,121.19,76.44,97,100,12.03
527,Marsh Harbour,BS,2020-08-28 14:16:35,26.54,-77.06,84.45,74,100,8.72
528,Shelburne,CA,2020-08-28 14:15:03,44.08,-80.2,68.0,77,90,3.33
529,Havelock,US,2020-08-28 14:16:35,34.88,-76.9,87.01,74,1,12.75
530,Cartagena,CO,2020-08-28 14:16:35,10.4,-75.51,86.0,89,40,5.82
531,Batemans Bay,AU,2020-08-28 14:16:36,-35.72,150.18,45.0,86,0,1.01
532,Harper,LR,2020-08-28 14:16:36,4.38,-7.72,80.33,76,100,13.53
533,Secunda,ZA,2020-08-28 14:16:36,-26.55,29.17,75.0,45,93,7.0
534,Melito Di Porto Salvo,IT,2020-08-28 14:16:36,37.92,15.77,87.8,58,0,11.41
535,Buckeye,US,2020-08-28 14:16:36,33.37,-112.58,91.4,35,20,5.82
536,Taber,CA,2020-08-28 14:16:36,49.82,-112.15,50.0,76,20,6.93
537,Killam,CA,2020-08-28 14:16:37,52.78,-111.85,50.0,86,0,3.71
538,Port Macquarie,AU,2020-08-28 14:16:37,-31.43,152.92,46.99,80,0,7.76
539,Paamiut,GL,2020-08-28 14:16:37,61.99,-49.67,46.71,85,100,11.23
540,Banja Koviljaca,BA,2020-08-28 14:16:37,44.51,19.16,88.0,42,20,4.7
541,Ekhabi,RU,2020-08-28 14:16:37,53.51,142.97,50.79,91,100,4.29
542,Santa Maria,BR,2020-08-28 14:16:37,-29.68,-53.81,62.6,93,75,9.17
543,Belaya Glina,RU,2020-08-28 14:16:38,46.07,40.86,80.71,40,100,13.53
544,Weinan,CN,2020-08-28 14:16:38,34.5,109.51,77.0,88,0,6.71
545,Auki,SB,2020-08-28 14:12:19,-8.77,160.7,78.15,85,99,4.76
546,Coolum Beach,AU,2020-08-28 14:16:38,-26.53,153.1,57.99,85,0,1.01
547,Lagoa,PT,2020-08-28 14:16:38,39.05,-27.98,74.19,89,8,15.26
548,Chumikan,RU,2020-08-28 14:16:38,54.72,135.31,51.94,65,0,4.36
549,Dhilwan,IN,2020-08-28 14:16:38,31.52,75.35,84.2,79,40,2.24
550,Meulaboh,ID,2020-08-28 14:16:39,4.14,96.13,79.18,82,100,2.1
551,Guiratinga,BR,2020-08-28 14:16:39,-16.35,-53.76,92.26,12,100,12.17
552,San Patricio,MX,2020-08-28 14:16:39,19.22,-104.7,73.4,100,75,5.82
553,Jacareacanga,BR,2020-08-28 14:16:39,-6.22,-57.75,82.4,78,96,3.36
554,Rocha,UY,2020-08-28 14:16:39,-34.48,-54.33,58.93,93,100,4.45
555,Uzunovo,RU,2020-08-28 14:16:39,54.54,38.62,68.11,71,81,6.58
556,Normandin,CA,2020-08-28 14:16:39,48.83,-72.53,55.4,76,75,10.29
557,Jingdezhen,CN,2020-08-28 14:16:40,29.29,117.21,73.78,93,3,3.33
558,Tadine,NC,2020-08-28 14:16:40,-21.55,167.88,71.35,86,79,11.3
559,Catio,GW,2020-08-28 14:16:40,11.28,-15.25,84.24,73,86,10.36
560,Hualmay,PE,2020-08-28 14:16:40,-11.1,-77.61,64.26,75,58,6.93
561,Komsomolskiy,UZ,2020-08-28 14:16:40,40.43,71.72,82.4,28,0,4.7
562,Nouakchott,MR,2020-08-28 14:16:40,18.09,-15.98,91.4,66,14,16.11
563,Antofagasta,CL,2020-08-28 14:13:42,-23.65,-70.4,55.4,76,90,3.36
564,Medea,DZ,2020-08-28 14:16:41,36.26,2.75,91.4,46,0,12.75
565,Almaznyy,RU,2020-08-28 14:16:41,48.04,40.05,78.8,57,40,20.13
566,Labuhan,ID,2020-08-28 14:16:41,-6.88,112.21,80.44,76,50,7.54
567,Sistranda,NO,2020-08-28 14:16:41,63.73,8.83,59.0,62,20,13.87
